Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
[173]    0.0    0.00    0.00       1         tinyxml2::DynArray<tinyxml2::MemPoolT<48>::Block*, 10>::Size() const [173]
-----------------------------------------------
                0.00    0.00       1/1           tinyxml2::XMLPrinter::CStr() const [169]
[174]    0.0    0.00    0.00       1         tinyxml2::DynArray<char, 20>::Mem() const [174]
-----------------------------------------------
                0.00    0.00       1/1           tinyxml2::XMLPrinter::CStrSize() const [170]
[175]    0.0    0.00    0.00       1         tinyxml2::DynArray<char, 20>::Size() const [175]
-----------------------------------------------
                0.00    0.00       1/1           main [24]
[176]    0.0    0.00    0.00       1         std::operator|(std::_Ios_Openmode, std::_Ios_Openmode) [176]
-----------------------------------------------

 This table describes the call tree of the program, and was sorted by
 the total amount of time spent in each function and its children.

 Each entry in this table consists of several lines.  The line with the
 index number at the left hand margin lists the current function.
 The lines above it list the functions that called this function,
 and the lines below it list the functions this one called.
 This line lists:
     index	A unique number given to each element of the table.
		Index numbers are sorted numerically.
		The index number is printed next to every function name so
		it is easier to look up where the function is in the table.

     % time	This is the percentage of the `total' time that was spent
		in this function and its children.  Note that due to
		different viewpoints, functions excluded by options, etc,
		these numbers will NOT add up to 100%.

     self	This is the total amount of time spent in this function.

     children	This is the total amount of time propagated into this
		function by its children.

     called	This is the number of times the function was called.
		If the function called itself recursively, the number
		only includes non-recursive calls, and is followed by
		a `+' and the number of recursive calls.

     name	The name of the current function.  The index number is
		printed after it.  If the function is a member of a
		cycle, the cycle number is printed between the
		function's name and the index number.


 For the function's parents, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the function into this parent.

     children	This is the amount of time that was propagated from
		the function's children into this parent.

     called	This is the number of times this parent called the
		function `/' the total number of times the function
		was called.  Recursive calls to the function are not
		included in the number after the `/'.

     name	This is the name of the parent.  The parent's index
		number is printed after it.  If the parent is a
		member of a cycle, the cycle number is printed between
		the name and the index number.

 If the parents of the function cannot be determined, the word
 `<spontaneous>' is printed in the `name' field, and all the other
 fields are blank.

 For the function's children, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the child into the function.

     children	This is the amount of time that was propagated from the
		child's children to the function.

     called	This is the number of times the function called
		this child `/' the total number of times the child
		was called.  Recursive calls by the child are not
		listed in the number after the `/'.

     name	This is the name of the child.  The child's index
		number is printed after it.  If the child is a
		member of a cycle, the cycle number is printed
		between the name and the index number.

 If there are any cycles (circles) in the call graph, there is an
 entry for the cycle-as-a-whole.  This entry shows who called the
 cycle (as parents) and the members of the cycle (as children.)
 The `+' recursive calls entry shows the number of function calls that
 were internal to the cycle, and the calls entry for each member shows,
 for that member, how many times it was called from other members of
 the cycle.


Index by function name

  [40] tinyxml2::XMLElement::SetAttribute(char const*, char const*) [92] tinyxml2::XMLNode::InsertEndChild(tinyxml2::XMLNode*) [164] tinyxml2::MemPoolT<44>::~MemPoolT()
  [21] tinyxml2::XMLElement::SetAttribute(char const*, bool) [1] tinyxml2::XMLNode::FirstChildElement(char const*) [165] tinyxml2::MemPoolT<48>::MemPoolT()
  [41] tinyxml2::XMLElement::SetAttribute(char const*, double) [93] tinyxml2::XMLNode::Unlink(tinyxml2::XMLNode*) [166] tinyxml2::MemPoolT<48>::~MemPoolT()
  [42] tinyxml2::XMLElement::SetAttribute(char const*, int) [30] tinyxml2::XMLNode::SetValue(char const*, bool) [100] tinyxml2::MemPoolT<52>::SetTracked()
 [140] tinyxml2::XMLElement::ParseAttributes(char*) [74] tinyxml2::XMLNode::ParseDeep(char*, tinyxml2::StrPair*) [101] tinyxml2::MemPoolT<52>::Free(void*)
  [22] tinyxml2::XMLElement::FindOrCreateAttribute(char const*) [128] tinyxml2::XMLNode::ToElement() [102] tinyxml2::MemPoolT<52>::Alloc()
  [27] tinyxml2::XMLElement::SetName(char const*, bool) [91] tinyxml2::XMLNode::XMLNode(tinyxml2::XMLDocument*) [167] tinyxml2::MemPoolT<52>::MemPoolT()
  [81] tinyxml2::XMLElement::ParseDeep(char*, tinyxml2::StrPair*) [58] tinyxml2::XMLNode::~XMLNode() [168] tinyxml2::MemPoolT<52>::~MemPoolT()
   [8] tinyxml2::XMLElement::ToElement() [125] tinyxml2::XMLUtil::IsNameChar(unsigned char) [138] tinyxml2::XMLElement::ClosingType() const
  [99] tinyxml2::XMLElement::XMLElement(tinyxml2::XMLDocument*) [4] tinyxml2::XMLUtil::StringEqual(char const*, char const*, int) [60] tinyxml2::XMLElement::IntAttribute(char const*) const
  [55] tinyxml2::XMLElement::~XMLElement() [146] tinyxml2::XMLUtil::SkipWhiteSpace(char const*) [61] tinyxml2::XMLElement::BoolAttribute(char const*) const
  [44] tinyxml2::XMLPrinter::PushHeader(bool, bool) [126] tinyxml2::XMLUtil::SkipWhiteSpace(char*) [53] tinyxml2::XMLElement::FindAttribute(char const*) const
  [16] tinyxml2::XMLPrinter::VisitEnter(tinyxml2::XMLElement const&, tinyxml2::XMLAttribute const*) [121] tinyxml2::XMLUtil::IsNameStartChar(unsigned char) [62] tinyxml2::XMLElement::FloatAttribute(char const*) const
 [141] tinyxml2::XMLPrinter::VisitEnter(tinyxml2::XMLDocument const&) [122] tinyxml2::XMLUtil::IsUTF8Continuation(char) [63] tinyxml2::XMLElement::QueryIntAttribute(char const*, int*) const
  [43] tinyxml2::XMLPrinter::OpenElement(char const*) [110] tinyxml2::XMLUtil::ToInt(char const*, int*) [64] tinyxml2::XMLElement::QueryBoolAttribute(char const*, bool*) const
  [31] tinyxml2::XMLPrinter::PrintString(char const*, bool) [104] tinyxml2::XMLUtil::ToStr(bool, char*, int) [65] tinyxml2::XMLElement::QueryFloatAttribute(char const*, float*) const
  [77] tinyxml2::XMLPrinter::SealElement() [105] tinyxml2::XMLUtil::ToStr(double, char*, int) [5] tinyxml2::XMLElement::Name() const
  [51] tinyxml2::XMLPrinter::CloseElement() [88] tinyxml2::XMLUtil::ToStr(int, char*, int) [15] tinyxml2::XMLElement::Accept(tinyxml2::XMLVisitor*) const
  [23] tinyxml2::XMLPrinter::PushAttribute(char const*, char const*) [111] tinyxml2::XMLUtil::ToBool(char const*, bool*) [66] tinyxml2::XMLElement::Attribute(char const*, char const*) const
  [78] tinyxml2::XMLPrinter::PushDeclaration(char const*) [26] tinyxml2::XMLUtil::ReadBOM(char const*, bool*) [169] tinyxml2::XMLPrinter::CStr() const
  [34] tinyxml2::XMLPrinter::Print(char const*, ...) [112] tinyxml2::XMLUtil::ToFloat(char const*, float*) [170] tinyxml2::XMLPrinter::CStrSize() const
  [75] tinyxml2::XMLPrinter::Visit(tinyxml2::XMLDeclaration const&) [94] tinyxml2::DynArray<char const*, 10>::EnsureCapacity(int) [171] tinyxml2::XMLDocument::ProcessEntities() const
  [52] tinyxml2::XMLPrinter::VisitExit(tinyxml2::XMLElement const&) [95] tinyxml2::DynArray<char const*, 10>::Pop() [13] tinyxml2::XMLDocument::Print(tinyxml2::XMLPrinter*) const
 [142] tinyxml2::XMLPrinter::VisitExit(tinyxml2::XMLDocument const&) [96] tinyxml2::DynArray<char const*, 10>::Push(char const*) [14] tinyxml2::XMLDocument::Accept(tinyxml2::XMLVisitor*) const
 [129] tinyxml2::XMLPrinter::XMLPrinter(_iobuf*, bool, int) [133] tinyxml2::DynArray<char const*, 10>::DynArray() [172] tinyxml2::XMLDocument::HasBOM() const
 [130] tinyxml2::XMLPrinter::~XMLPrinter() [134] tinyxml2::DynArray<char const*, 10>::~DynArray() [71] tinyxml2::XMLAttribute::QueryIntValue(int*) const
 [131] tinyxml2::XMLVisitor::XMLVisitor() [118] tinyxml2::DynArray<tinyxml2::MemPoolT<36>::Block*, 10>::EnsureCapacity(int) [72] tinyxml2::XMLAttribute::QueryBoolValue(bool*) const
 [132] tinyxml2::XMLVisitor::~XMLVisitor() [119] tinyxml2::DynArray<tinyxml2::MemPoolT<36>::Block*, 10>::Push(tinyxml2::MemPoolT<36>::Block*) [73] tinyxml2::XMLAttribute::QueryFloatValue(float*) const
  [28] tinyxml2::XMLDocument::NewElement(char const*) [147] tinyxml2::DynArray<tinyxml2::MemPoolT<36>::Block*, 10>::DynArray() [57] tinyxml2::XMLAttribute::Name() const
  [59] tinyxml2::XMLDocument::RootElement() [148] tinyxml2::DynArray<tinyxml2::MemPoolT<36>::Block*, 10>::~DynArray() [108] tinyxml2::XMLAttribute::Next() const
  [70] tinyxml2::XMLDocument::Clear() [120] tinyxml2::DynArray<tinyxml2::MemPoolT<36>::Block*, 10>::operator[](int) [67] tinyxml2::XMLAttribute::Value() const
  [25] tinyxml2::XMLDocument::Parse(char const*, unsigned int) [149] tinyxml2::DynArray<tinyxml2::MemPoolT<44>::Block*, 10>::EnsureCapacity(int) [76] tinyxml2::XMLDeclaration::Accept(tinyxml2::XMLVisitor*) const
  [79] tinyxml2::XMLDocument::Identify(char*, tinyxml2::XMLNode**) [150] tinyxml2::DynArray<tinyxml2::MemPoolT<44>::Block*, 10>::Push(tinyxml2::MemPoolT<44>::Block*) [127] tinyxml2::StrPair::Empty() const
 [143] tinyxml2::XMLDocument::XMLDocument(bool, tinyxml2::Whitespace) [151] tinyxml2::DynArray<tinyxml2::MemPoolT<44>::Block*, 10>::DynArray() [97] tinyxml2::XMLNode::FirstChild() const
  [68] tinyxml2::XMLDocument::~XMLDocument() [152] tinyxml2::DynArray<tinyxml2::MemPoolT<44>::Block*, 10>::~DynArray() [98] tinyxml2::XMLNode::NextSibling() const
  [46] tinyxml2::XMLAttribute::SetAttribute(char const*) [153] tinyxml2::DynArray<tinyxml2::MemPoolT<44>::Block*, 10>::operator[](int) [2] tinyxml2::XMLNode::FirstChildElement(char const*) const
  [29] tinyxml2::XMLAttribute::SetAttribute(bool) [154] tinyxml2::DynArray<tinyxml2::MemPoolT<48>::Block*, 10>::DynArray() [6] tinyxml2::XMLNode::Value() const
  [47] tinyxml2::XMLAttribute::SetAttribute(double) [155] tinyxml2::DynArray<tinyxml2::MemPoolT<48>::Block*, 10>::~DynArray() [117] tinyxml2::DynArray<tinyxml2::MemPoolT<36>::Block*, 10>::Size() const
  [48] tinyxml2::XMLAttribute::SetAttribute(int) [114] tinyxml2::DynArray<tinyxml2::MemPoolT<52>::Block*, 10>::EnsureCapacity(int) [139] tinyxml2::DynArray<tinyxml2::MemPoolT<44>::Block*, 10>::Size() const
  [49] tinyxml2::XMLAttribute::SetName(char const*) [115] tinyxml2::DynArray<tinyxml2::MemPoolT<52>::Block*, 10>::Push(tinyxml2::MemPoolT<52>::Block*) [173] tinyxml2::DynArray<tinyxml2::MemPoolT<48>::Block*, 10>::Size() const
 [103] tinyxml2::XMLAttribute::XMLAttribute() [156] tinyxml2::DynArray<tinyxml2::MemPoolT<52>::Block*, 10>::DynArray() [113] tinyxml2::DynArray<tinyxml2::MemPoolT<52>::Block*, 10>::Size() const
  [56] tinyxml2::XMLAttribute::~XMLAttribute() [157] tinyxml2::DynArray<tinyxml2::MemPoolT<52>::Block*, 10>::~DynArray() [174] tinyxml2::DynArray<char, 20>::Mem() const
  [82] tinyxml2::XMLDeclaration::ParseDeep(char*, tinyxml2::StrPair*) [116] tinyxml2::DynArray<tinyxml2::MemPoolT<52>::Block*, 10>::operator[](int) [175] tinyxml2::DynArray<char, 20>::Size() const
 [144] tinyxml2::XMLDeclaration::XMLDeclaration(tinyxml2::XMLDocument*) [86] tinyxml2::DynArray<char, 20>::EnsureCapacity(int) [176] std::operator|(std::_Ios_Openmode, std::_Ios_Openmode)
 [145] tinyxml2::XMLDeclaration::~XMLDeclaration() [135] tinyxml2::DynArray<char, 20>::Push(char) [109] std::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*)
 [123] tinyxml2::MemPool::MemPool() [87] tinyxml2::DynArray<char, 20>::PushArr(int) [90] operator new(unsigned int, void*)
 [124] tinyxml2::MemPool::~MemPool() [136] tinyxml2::DynArray<char, 20>::DynArray() [37] __chkstk_ms
  [80] tinyxml2::StrPair::Set(char*, char*, int) [137] tinyxml2::DynArray<char, 20>::~DynArray() [38] __freedtoa
  [45] tinyxml2::StrPair::Reset() [106] tinyxml2::MemPoolT<36>::SetTracked() [17] __gdtoa
   [7] tinyxml2::StrPair::GetStr() [107] tinyxml2::MemPoolT<36>::Free(void*) [18] __mingw_pformat
  [11] tinyxml2::StrPair::SetStr(char const*, int) [36] tinyxml2::MemPoolT<36>::Alloc() [19] __pformat_int
  [83] tinyxml2::StrPair::ParseName(char*) [158] tinyxml2::MemPoolT<36>::MemPoolT() [20] __pformat_putc
  [84] tinyxml2::StrPair::ParseText(char*, char const*, int) [159] tinyxml2::MemPoolT<36>::~MemPoolT() [10] _fu0___ZSt4cout
  [89] tinyxml2::StrPair::StrPair() [160] tinyxml2::MemPoolT<44>::SetTracked() [39] snprintf
  [54] tinyxml2::StrPair::~StrPair() [161] tinyxml2::MemPoolT<44>::Free(void*) [32] <cycle 1>
  [33] tinyxml2::XMLNode::DeleteChild(tinyxml2::XMLNode*) [162] tinyxml2::MemPoolT<44>::Alloc()
  [35] tinyxml2::XMLNode::DeleteChildren() [163] tinyxml2::MemPoolT<44>::MemPoolT()
